PLATEIFU,RA,DEC,REDSHIFT,LOG_MASS,FUV_MAG,NUV_MAG,U_MAG,G_MAG,R_MAG,I_MAG,Z_MAG
9863-12705,195.13547773,27.7661400524,0.0222551,9.614254,21.195024,21.382845,18.087454,16.329279,15.562037,15.166657,14.893069
8455-6101,156.396651952,39.6736477762,0.0232593,9.614382,18.430014,17.974932,17.018414,15.843883,15.286835,15.001457,14.8287
8150-1902,149.78129637,32.5198822788,0.0215251,9.616742,18.825706,18.368547,17.233587,15.923758,15.283788,14.94526,14.69794
8948-12703,166.075042353,50.0341044982,0.0239641,9.6170635,17.142532,16.770956,16.099216,15.126722,14.743479,14.522882,14.366413
8980-1902,225.236213871,41.5662647889,0.0204592,9.618199,21.757723,20.278706,18.092537,16.445883,15.647113,15.252397,14.977946
9506-3703,134.213950728,27.2701039678,0.0185614,9.61862,19.856749,19.491608,17.497831,15.92281,15.199492,14.819127,14.55983
8455-9101,157.183627878,39.7785903652,0.0300443,9.618832,17.569347,17.11685,16.590185,15.651072,15.282506,15.055459,14.883655
7977-1901,330.855372733,12.6758983985,0.0260569,9.620189,,22.24712,18.77326,16.98047,16.100838,15.686487,15.364484
8719-3701,121.334138491,46.7165300829,0.0217478,9.6205435,,Infinity,17.88169,16.283875,15.476849,15.042434,14.719652
8254-6102,161.272632017,44.0542893849,0.0252582,9.621396,19.185555,18.551619,17.287443,16.04164,15.466922,15.147555,14.90738
8935-9102,196.042616824,29.015429067,0.0221014,9.622833,23.036768,20.67061,17.44158,16.214146,15.464087,15.077214,14.822303
8449-12703,168.210368952,23.2566112518,0.0212163,9.624506,Infinity,Infinity,16.38777,15.223979,14.7340975,14.4204855,14.250491
10001-12704,133.989966869,57.6779676669,0.0141215,9.625146,19.311434,18.7097,16.826504,15.3835945,14.628031,14.214437,13.90277
9193-3702,46.5212586534,-0.534049089871,0.0247684,9.628154,21.968872,21.153208,18.446997,16.691751,15.895584,15.48225,15.199036
8985-6102,205.076050959,32.1531397042,0.0257795,9.6300335,17.972279,17.590628,16.728317,15.650952,15.1970215,14.951399,14.763804
8977-6102,117.974205077,32.6587597763,0.0282062,9.630651,18.485096,17.899084,17.218706,15.787248,15.256392,14.950361,14.634417
8484-6103,245.712748338,45.741993847,0.0245436,9.632745,Infinity,Infinity,16.729935,15.591422,15.104579,14.802825,14.62599
7495-1901,205.539972133,27.5703732771,0.0288023,9.633664,21.995197,21.037313,18.5114,16.79353,16.026651,15.636328,15.357853
8714-12702,118.68983,46.22018,0.0222279,9.633791,18.253658,17.50655,17.278553,15.682982,15.09428,14.843535,14.631582
8934-3704,194.199046366,27.4209902014,0.0259178,9.634593,23.272894,20.944267,17.963404,16.426725,15.741954,15.40979,15.169613
8979-6101,241.366385991,41.6493667208,0.0231772,9.635412,18.603016,18.327515,17.09637,15.839185,15.270993,14.972819,14.759585
8933-12702,194.007294111,26.756639115,0.0191767,9.635607,22.050726,20.747192,17.696571,16.000492,15.216129,14.834866,14.548009
8452-1901,155.88555557,46.0577547418,0.0257723,9.636589,21.261347,19.758602,17.771856,16.286549,15.611643,15.283487,15.012685
9028-1902,243.101495435,29.4054660337,0.0324374,9.63724,22.09664,21.273348,18.495882,17.166792,16.350374,15.942603,15.670028
7957-1901,255.895283788,36.4015364012,0.0232086,9.638174,21.073086,,18.289455,16.495358,15.693308,15.283046,15.013894
8146-1902,117.199452424,28.2397421804,0.0277225,9.638564,20.558138,19.678686,18.13611,16.685026,15.946695,15.557633,15.329258
8145-12704,116.239350213,28.9275044259,0.0234717,9.640015,Infinity,Infinity,16.355171,15.306191,14.840729,14.5542345,14.306992
9038-3702,237.519552279,42.3086371419,0.0206158,9.6404295,Infinity,Infinity,16.372643,15.274594,14.759212,14.485156,14.308541
8600-1901,242.585224552,43.0096434555,0.0252127,9.640869,18.607128,18.346485,17.181065,16.186235,15.580858,15.252302,14.97426
8624-6102,262.39599152,58.7613167054,0.0257308,9.641344,21.969006,20.550356,18.150532,16.561262,15.804717,15.435785,15.17878
8147-1901,116.213915388,26.5790388255,0.023827,9.643102,Infinity,Infinity,17.016743,15.827626,15.2303915,14.9361515,14.701728
9033-3702,222.33771869,47.417495139,0.0260037,9.64384,20.90458,20.14644,17.999296,16.588848,15.816017,15.396949,15.077181
8318-6104,198.319269623,47.0875616275,0.026671,9.644717,19.189304,18.940685,17.503899,16.270828,15.654137,15.318067,15.142771
8999-1902,165.01406067,50.0314072081,0.0244893,9.64472,25.350697,21.040628,18.129774,16.450562,15.69514,15.306534,15.0469055
8554-12702,182.721537971,36.5457776875,0.0222314,9.645238,19.181889,18.576609,17.28258,15.824562,15.200901,14.855255,14.609915
8154-6102,44.1695892484,-0.24566331798,0.0290403,9.646706,18.115807,17.69806,16.788162,15.737014,15.301598,15.065584,14.896914
8241-3703,126.461187965,18.1666896663,0.0288563,9.64687,17.660444,17.249582,16.599625,15.597143,15.20458,14.970334,14.836583
8714-6101,118.716248079,45.8225546331,0.0216242,9.647345,17.21153,16.841217,16.013895,14.945384,14.516931,14.31091,14.166724
8948-6103,165.198265499,49.9018766228,0.0258115,9.647382,20.781603,20.109426,18.091202,16.51164,15.761898,15.409954,15.155851
8933-12704,194.109595216,27.7272602087,0.0227634,9.648513,21.953136,21.405893,18.1971,16.347178,15.543806,15.13331,14.857147
8999-12701,163.063860959,49.6956970894,0.0227975,9.648941,17.838081,17.431717,16.410576,15.372615,14.928115,14.667663,14.520123
9872-6101,233.136291413,41.9804417118,0.0195673,9.649464,17.641283,17.671139,16.456358,15.228534,14.686313,14.351314,14.025583
9876-6101,195.553227073,28.2148516578,0.0273098,9.6504545,17.81188,17.549948,16.752169,15.422474,15.024835,14.799173,14.677291
9488-9102,126.704132246,20.3648515666,0.0250954,9.650506,16.599468,15.986665,15.79813,14.97461,14.675002,14.480436,14.364947
8320-12704,206.400824575,22.9950286802,0.0267524,9.651094,18.512817,18.0827,17.144707,16.072159,15.509034,15.192724,14.93235
8086-3702,57.0253525105,0.208844356366,0.0254747,9.651467,19.193506,18.80203,17.492966,16.147638,15.529063,15.160447,14.935865
8592-1902,222.944263858,53.4380006846,0.0295426,9.652242,21.600368,20.66256,18.392672,16.822645,16.069904,15.693711,15.461323
8257-9101,165.453589045,44.8138075901,0.0252867,9.6527,18.76869,18.393433,17.309256,16.020725,15.42869,15.093357,14.837583
9512-3703,140.292939675,1.47274088487,0.0163325,9.653154,21.119965,20.008364,17.254162,15.68261,14.930241,14.555769,14.296389
9085-12702,260.357961077,28.1930360608,0.0276388,9.656038,19.845596,19.23003,17.712423,16.398035,15.75609,15.3712,15.091888
8554-3701,183.007901999,35.4043988775,0.0235125,9.6568985,20.122143,19.36682,17.350145,15.903248,15.282113,14.961632,14.726627
8443-3704,207.583860798,24.9359394591,0.0303094,9.657187,19.84586,19.595255,17.834509,16.513535,15.876634,15.533661,15.254299
8466-1901,168.480327354,45.4883670786,0.029302,9.658298,21.786016,20.661201,18.217138,16.608536,15.909703,15.561085,15.312035
8977-1901,117.362640441,33.8354345075,0.0281629,9.659102,21.09191,20.158234,18.210323,16.681286,15.95061,15.559531,15.283465
9863-3702,192.654359047,27.4829979102,0.0221399,9.660542,Infinity,Infinity,17.715904,16.070862,15.28922,14.900414,14.600571
8945-12701,171.898080923,47.3793949684,0.0327303,9.660692,16.973087,16.464716,16.104298,15.114725,14.825312,14.642768,14.481385
8933-1901,194.769340457,27.9109993819,0.0213619,9.661429,21.659906,20.791111,17.78302,16.112848,15.344982,14.964676,14.695592
8935-1902,196.453571937,28.10652776,0.0244084,9.662041,22.275873,21.10443,18.137638,16.447521,15.645554,15.247751,14.957135
8084-3702,50.6366422984,-0.00121269359934,0.0217437,9.662448,19.96071,19.618011,17.718079,16.402964,15.562495,15.134481,14.7551565
8330-12704,203.62467398,38.294119525,0.0257495,9.662658,Infinity,Infinity,16.786377,15.682722,15.174305,14.884397,14.691514
9891-1901,227.177571838,28.171156094,0.026475,9.663108,19.97024,18.82946,17.431585,16.201868,15.5619955,15.262573,15.018011
8458-3703,146.833868313,46.6100967837,0.0157158,9.666798,16.70942,16.487211,15.593457,14.569091,14.160899,13.9156275,13.748528
8720-1901,121.14792839,50.7085561945,0.0227214,9.667172,22.122803,20.483208,17.580404,16.128382,15.431733,15.072389,14.8239355
8948-6101,167.98139033,50.0838502624,0.0234202,9.667436,18.64337,18.223797,17.197472,15.904828,15.300964,14.962366,14.733171
8318-9102,197.959465358,46.9327158022,0.0264474,9.66785,18.016445,17.411335,16.648108,15.699236,15.245656,14.98126,14.815786
9512-6104,140.065052015,1.28884026262,0.0174873,9.668564,22.597025,20.726492,17.382973,15.758257,15.006614,14.593589,14.328748
8567-12704,118.11969757,49.8387078559,0.0216588,9.668786,18.892693,19.07436,17.65261,16.052698,15.369134,14.969806,14.755434
8724-12705,133.582797957,54.4577674574,0.0247886,9.67012,19.456402,18.899597,17.574839,16.179026,15.526538,15.138326,14.887064
8326-12702,214.726268165,45.9584150865,0.0271793,9.670367,Infinity,Infinity,16.81114,15.66748,15.182762,14.91369,14.788586
8084-9102,51.8784000559,-1.12778304465,0.025903,9.670385,19.302202,18.874372,17.555191,16.212578,15.585117,15.241655,15.049195
8453-1901,153.365546207,47.516235898,0.0253396,9.671904,20.063063,19.598986,17.724323,16.262802,15.574841,15.233476,14.968529
9507-12701,128.250742039,26.0140506945,0.0176283,9.675303,Infinity,Infinity,16.28697,15.114296,14.549743,14.189341,13.979502
7990-3703,262.09934807,57.5454136595,0.0285483,9.678966,16.408913,16.133732,15.604748,14.855977,14.603408,14.440397,14.326696
7972-12704,316.639658795,10.7512221884,0.028215,9.679289,19.28077,19.283674,17.052614,16.031412,15.469024,15.093072,15.254358
7815-9101,316.639658795,10.7512221884,0.028215,9.679289,19.28077,19.283674,17.052614,16.031412,15.469024,15.093072,15.254358
9869-3701,247.480416346,40.6599580358,0.0294585,9.6804,23.112713,21.239452,18.268202,16.762981,15.97037,15.5792055,15.393456
9506-9102,135.090246354,27.9802657334,0.0267354,9.680743,18.68554,18.242123,17.177404,15.89813,15.330118,14.98377,14.701275
8615-12702,320.159441713,1.04727722221,0.0207444,9.682299,17.295849,16.83809,15.887395,14.821621,14.370071,14.087708,13.80707
9863-9102,193.474720713,28.1866211975,0.0256367,9.682533,19.076895,18.529896,17.256432,15.954671,15.388973,15.049836,14.83508
8949-3702,195.844877709,27.9359580374,0.020097,9.68309,21.733154,20.093683,17.362558,15.841985,15.098243,14.729865,14.480907
8567-1901,117.541010049,48.4788833697,0.0223953,9.685426,24.071472,21.138199,17.88897,16.256317,15.486181,15.099199,14.824176
8625-6104,260.584258385,57.6121550998,0.026712,9.686142,20.603683,19.489199,17.762201,16.405151,15.71177,15.340104,15.084324
8455-12701,154.731809916,40.6129387518,0.0292303,9.686184,Infinity,Infinity,16.088024,15.103311,14.757143,14.55894,14.444543
8077-12702,40.9690483092,0.152646263184,0.0273106,9.687137,20.201456,19.465748,17.894915,16.426935,15.722674,15.328431,15.033908
8338-6103,172.512499091,23.463632617,0.0332897,9.687674,20.72963,19.977617,18.195473,16.906322,16.148706,15.716429,15.418279
8082-3703,50.1888813763,-1.05394484938,0.0207893,9.687885,Infinity,21.01204,17.771833,16.097479,15.341352,14.95749,14.682068
8715-6103,118.872451166,52.0104987113,0.0224141,9.688494,21.159115,21.162592,18.058285,16.405779,15.540341,15.102503,14.77681
8604-1902,247.192602722,39.6558830003,0.0303489,9.688835,22.35793,22.002903,18.767271,16.929192,16.114405,15.726622,15.432579
8464-6104,186.313874666,45.2359867152,0.0241486,9.689367,18.597256,18.227379,17.259525,16.006578,15.388299,15.031732,14.792713
8313-6103,239.436637925,41.7095243117,0.0238109,9.69015,17.55185,17.177073,16.458944,15.402166,14.953623,14.700771,14.528677
9510-12701,125.87444,27.13638,0.0237064,9.690322,Infinity,Infinity,16.27639,15.22505,14.717323,14.5322,14.260373
8462-9101,144.52643,36.0392,0.0224995,9.692313,19.090988,18.56104,17.082653,15.804733,15.168111,14.828617,14.627791
8931-6101,192.397267457,27.1976167177,0.0208457,9.692847,Infinity,Infinity,17.737612,15.994142,15.184869,14.770859,14.486759
9486-12705,123.30134025,40.4195406192,0.0260331,9.692949,Infinity,Infinity,18.352581,16.652868,15.782595,15.316164,14.986888
8611-1902,261.482493105,60.3394382648,0.0273625,9.693125,20.247757,19.85792,18.1265,16.521128,15.806291,15.434796,15.157799
7443-12701,230.50746239,43.53234133,0.020478,9.693128,19.750202,19.538435,17.075022,15.577701,14.959695,14.638611,14.443697
8456-12705,151.284661833,44.5140468179,0.0263223,9.693963,18.167767,17.645546,16.937548,15.857131,15.286137,14.938848,14.6240835
8253-9102,158.207632004,43.1739467984,0.0291267,9.694549,17.662716,17.194584,16.639574,15.599032,15.198647,14.94591,14.795588
8082-6103,49.7821722131,0.955959017951,0.0238831,9.695201,18.11851,17.751423,16.670141,15.660432,15.126536,14.848973,14.620258
7991-9101,259.174725723,56.9277933688,0.0283133,9.698606,19.854229,18.926252,17.682718,16.259281,15.612584,15.264426,14.968349
9088-12703,242.537609162,26.9231529839,0.0318183,9.699035,,20.5368,18.284283,16.809553,16.075447,15.671874,15.344493
9501-9101,129.335954022,25.1543943847,0.0269542,9.699922,20.56278,19.920681,17.940468,16.469744,15.752017,15.356783,15.11506
8085-12701,51.4099410274,-1.03012091708,0.0289167,9.70242,Infinity,Infinity,16.372416,15.379562,14.971434,14.730678,14.54105
8254-1902,163.219110122,43.4284044416,0.0242371,9.7038965,Infinity,Infinity,17.320866,16.00916,15.310533,14.960888,14.696856
8452-3704,157.538994172,47.2784029777,0.0250599,9.704345,18.51818,18.206081,17.149626,15.817747,15.245609,14.939977,14.746303
8603-1901,246.932842958,39.7438485022,0.0282842,9.704859,Infinity,22.55006,18.492767,16.70137,15.918647,15.5260515,15.270089
9863-12702,194.834093588,27.8860097479,0.0216236,9.7062845,22.534563,20.726032,17.530752,15.941024,15.213726,14.84441,14.572337
8603-6103,247.800367796,40.4218744432,0.0270087,9.707383,19.363907,18.665977,17.419874,16.156212,15.567334,15.097091,14.914362
9505-6102,139.177873123,28.0542327591,0.028179,9.707635,20.63642,19.692202,17.844118,16.346382,15.670911,15.317769,15.062958
9506-6102,133.759843218,26.6753462682,0.0273674,9.707682,18.052944,17.682995,16.820559,15.712606,15.225122,14.957667,14.751714
8566-12705,116.161330789,40.3659680694,0.0198236,9.708199,17.543463,17.081396,16.225899,14.9969425,14.505655,14.224701,14.039717
8944-12703,150.883460349,33.7562128576,0.020697,9.7091255,17.66003,16.988941,16.293728,15.131316,14.642604,14.355036,14.170238
8259-12702,178.506318037,44.6422563858,0.0240667,9.709558,18.04056,17.868942,16.84411,15.657768,15.158705,14.809783,14.639452
8567-6103,118.85585368,48.4384160642,0.0219693,9.711475,20.566853,19.250355,17.385832,15.958709,15.242052,14.88231,14.612579
8247-3704,136.039205522,42.3034211072,0.0265976,9.712624,22.703094,20.115051,18.107405,16.514603,15.725677,15.3393955,15.075595
9871-6104,228.98459662,43.1667800105,0.0179804,9.712649,20.163197,19.675413,17.415144,15.77466,14.960312,14.522414,14.221511
8329-1902,214.729400236,45.356647295,0.0276751,9.713767,21.467405,19.988993,18.129921,16.488857,15.751835,15.373842,15.13937
8992-12703,172.798562522,51.6980673726,0.023051,9.715418,17.565145,17.479351,16.72426,15.274992,14.82198,14.508475,14.414074
8932-9102,196.651709133,27.8729460666,0.0209379,9.715425,19.121176,18.381105,16.822807,15.34185,14.772081,14.418265,14.13759
8555-1902,246.323470587,42.6942265737,0.031485,9.716219,21.499626,20.545425,18.390606,16.802652,16.052414,15.666535,15.38665
8462-6101,145.860507483,36.2373813035,0.0217874,9.716713,18.963882,18.594494,17.052608,15.7494335,15.065607,14.7177925,14.547687
8319-3701,199.3225054,47.3420135692,0.0268704,9.718361,17.914703,17.519632,16.36336,15.280243,14.886859,14.64358,14.493629
8727-3701,54.904965246,-5.63293280732,0.0209115,9.718438,Infinity,Infinity,17.000729,15.64638,14.970904,14.602022,14.369603
8155-6104,53.4615542316,-1.00838220622,0.0260017,9.718456,19.309856,18.922918,17.577206,16.305115,15.643743,15.250834,15.005927
8258-12701,165.935105977,43.8577781252,0.0254569,9.718727,18.29179,17.745493,16.876167,15.612712,15.086759,14.829944,14.637879
8623-3702,310.372774656,0.132255039507,0.026936,9.719141,22.586384,21.437653,18.29339,16.718224,15.950983,15.474422,15.180689
9493-6103,128.875797269,23.6761851633,0.0167682,9.719323,19.144012,18.497063,16.706833,15.394008,14.701918,14.342864,14.062708
8941-3704,122.738581866,26.3049875958,0.0262989,9.721062,21.66103,20.90627,18.049139,16.41025,15.664651,15.281399,15.017626
9029-6103,246.704385548,42.6788992075,0.0304491,9.721212,21.28387,20.273466,18.343998,16.650875,15.878575,15.499094,15.288528
8318-9101,196.086288313,45.0566592336,0.0282647,9.721481,17.252361,16.87211,15.999605,15.007213,14.678267,14.463129,14.320669
8712-1902,120.151378691,53.4591010713,0.0238171,9.728264,Infinity,20.04257,17.738129,16.16146,15.435169,15.062813,14.811917
8948-12701,165.40834058,50.8322152847,0.0219341,9.728911,17.379333,17.041803,16.150171,15.077297,14.622503,14.375983,14.180785
8253-3703,157.343576151,43.1705891713,0.0272573,9.729177,Infinity,Infinity,16.834345,15.759336,15.2236395,14.925496,14.722457
8263-12701,186.394835447,45.4317366413,0.0241119,9.730186,18.597807,17.851818,17.054962,15.767902,15.170741,14.786925,14.5227
8255-12704,165.117739968,44.2609674597,0.0251893,9.730512,19.256678,19.109194,17.719757,16.264172,15.503068,15.068932,14.71184
8465-9101,197.580687349,47.1240556946,0.0243834,9.731192,20.5706,20.338507,17.872437,16.395761,15.562163,15.104483,14.744096
8341-6102,190.35276054,45.0456823961,0.0246979,9.731463,19.00652,18.416412,17.08605,15.894556,15.261757,14.917647,14.64939
8999-12702,163.961727629,49.6781033346,0.0236139,9.731609,23.644789,20.780613,17.830814,16.182514,15.416421,15.041265,14.771369
8252-12704,145.943835706,48.290713463,0.0250275,9.734004,Infinity,Infinity,16.656656,15.536197,14.999468,14.694419,14.476916
8263-1902,186.180370953,46.278998403,0.0245533,9.734774,21.78048,21.048714,17.906914,16.269539,15.513961,15.123873,14.850211
9027-9101,243.907395061,31.321300172,0.0221977,9.73494,18.976618,18.62514,17.27581,15.895933,15.219991,14.839398,14.5879135
9501-1901,129.466368742,25.3016054748,0.0267801,9.7365055,21.999016,20.404915,17.951853,16.328962,15.585019,15.211323,14.918604
9488-12701,126.590032639,20.2705145924,0.025272,9.739615,18.001223,17.923004,16.654352,15.467985,14.938263,14.570779,14.25671
8243-1901,129.242843293,54.5146530825,0.0311899,9.741426,21.64302,20.785538,18.44137,16.858849,16.054394,15.640462,15.354274
8137-1902,117.093812663,43.780494376,0.0314488,9.741905,23.14765,Infinity,18.979418,16.975248,16.142088,15.724017,15.453932
8597-6101,226.079827,48.6147207122,0.0256926,9.744245,Infinity,Infinity,17.83146,16.186129,15.4480915,15.072995,14.825127
